ICD-10	ICD-10_group	disease_control_number	disease_name
B007		20074064	汎発性ヘルペス
J324		20074078	汎副鼻腔炎
H441		20074055	汎ぶどう膜炎
F420		20080721	反復思考
F339		20073993	反復心因性うつ病
F339		20073995	反復性うつ病
R11		20099116	反復性嘔吐
H160		20073998	反復性角膜潰瘍
M2441		20101538	反復性肩関節前方脱臼
M2441		20097551	反復性肩関節脱臼
F381		20080716	反復性気分障害
R074		20102911	反復性胸痛
G442		20102556	反復性緊張型頭痛
G440		20102559	反復性群発頭痛
N029		20074002	反復性血尿
H200		20074016	反復性虹彩炎
H200		20074017	反復性虹彩毛様体炎
M2445		20101541	反復性股関節脱臼
R103		20080769	反復性臍仙痛
M221		20101540	反復性膝蓋骨亜脱臼
M220		20101539	反復性膝蓋骨脱臼
F333		20074004	反復性心因性抑うつ精神病
K112		20074003	反復性耳下腺炎
F333		20074006	反復性精神病性うつ病
H200		20074007	反復性前部ぶどう膜炎
H200		20074008	反復性前房蓄膿
F318		20074026	反復性躁病エピソード
G629		20074009	反復性多発性神経炎
F381		20074012	反復性短期うつ病エピソード
M2449		20074011	反復性脱臼
M2442		20101542	反復性肘関節脱臼
H939		20074015	反復性聴力障害
N390		20074018	反復性尿路感染症
D848		20103445	反復性皮膚疾患
R104		20074020	反復性腹痛
G440		20102561	反復性発作性片側頭痛
N309		20074024	反復性膀胱炎
H200		20074022	反復性毛様体炎
O820		20074028	反復帝王切開
M204		20099682	ハンマートウ
K011		20073953	半埋伏歯
K011		20097964	半埋伏智歯
Q000		20073954	半無脳症
H534		20073955	半盲
C918		20098401	バーキット白血病
C837		20052557	バーキットリンパ腫
I731		20052559	バージャー病
E268		20052560	バーター症候群
Q878		20098647	バート・ホッグ・デュベ症候群
S5250		20052561	バートン骨折
E835		20052563	バーネット症候群
T888		20052565	バー破損
M921		20052564	バーンズ病
A539		20079656	梅毒
P002		20089943	梅毒感染母体より出生した児
R762		20073716	梅毒血清反応偽陽性
A530		20073717	梅毒血清反応陽性
A527		20073718	梅毒腫
A505		20073723	梅毒性鞍鼻
A503	H192	20073725	梅毒性角結膜炎
A503	H192	20073726	梅毒性角膜炎
A527	M731	20073727	梅毒性滑液包炎
A513		20073729	梅毒性乾癬
A527	J998	20073731	梅毒性気管炎
A527	M630	20073732	梅毒性筋炎
A521		20073763	梅毒性痙性脊髄麻痺
A527	J998	20073734	梅毒性喉頭気管炎
A527		20073733	梅毒性呼吸器障害
A527		20073720	梅毒性ゴム腫
A521	H480	20073735	梅毒性視神経萎縮
A520	I410	20073738	梅毒性心筋炎
A520	I398	20073739	梅毒性心内膜炎
A520	I398	20073740	梅毒性心弁膜炎
A520	I320	20073741	梅毒性心膜炎
A521	G01	20073743	梅毒性髄膜炎
A520	I798	20073744	梅毒性脊髄性動脈炎
A527	M493	20073745	梅毒性脊椎炎
A513		20073746	梅毒性舌潰瘍
A520	I791	20073747	梅毒性大動脈炎
A520	I391	20073748	梅毒性大動脈弁閉鎖不全症
A520	I790	20073749	梅毒性大動脈瘤
A513	L998	20073750	梅毒性脱毛症
A521	H940	20073751	梅毒性聴神経炎
A520	I798	20073752	梅毒性動脈炎
A520	I798	20073753	梅毒性動脈内膜炎
A513		20073755	梅毒性粘膜疹
A520	I681	20073757	梅毒性脳動脈炎
A520	I393	20073758	梅毒性肺動脈弁逆流症
A513	L998	20073759	梅毒性白斑
A513		20080762	梅毒性ばら疹
A521	G22	20073722	梅毒性パーキンソン症候群
A527	K672	20073760	梅毒性腹膜炎
A527	H320	20073762	梅毒性網脈絡膜炎
R762		20073765	梅毒反応生物学的偽陽性
J674		20073831	麦芽製造業者肺
X75		20083780	爆死自殺
T149	X75	20083788	爆死自殺未遂
K318		20078375	瀑状胃
A498		20052569	バクテロイデス感染症
T708		20073829	爆発損傷症候群
H000		20073832	麦粒腫
T482		20095280	バクロフェン中毒
E050		20052576	バセドウ病
E050	H588	20084238	バセドウ病眼症
E050		20052577	バセドウ病術後再発
P008		20089146	バセドウ病母体児
R683		20050608	ばち爪
R683		20050607	ばち指
T818		20087186	抜歯窩治癒不全
T814		20073898	抜歯後感染
K103		20087185	抜歯後歯槽骨炎
T810		20073901	抜歯後出血
T888		20073902	抜歯後疼痛
T814		20073903	抜歯創瘻孔形成
Z470		20073904	抜釘
I820		20052579	バッド・キアリ症候群
F633		20073905	抜毛癖
Q631		20073421	馬蹄腎
E616		20052580	バナジウム欠乏症
Q858		20101439	バナヤン・ライリー・ルバルカバ症候群
M201		20052581	バニオン
R829		20073423	馬尿酸尿症
M2389		20050611	ばね膝
M6534		20050610	ばね指
G834		20073425	馬尾症候群
D434		20073427	馬尾神経腫瘍
G544		20073428	馬尾神経障害
D334		20101901	馬尾神経鞘腫
C721		20073426	馬尾上衣腫
G951		20079809	馬尾性間欠性跛行
S343		20073430	馬尾損傷
B600		20052582	バベシア症
B09		20084083	ばら疹
A070		20052584	バランチジウム症
G255		20092881	バリズム
H476		20094539	バリント症候群
N150		20052587	バルカン腎症
Q254		20052588	バルサルバ洞動脈瘤
A449		20052591	バルトネラ症
N758		20052594	バルトリン腺炎
D280		20052595	バルトリン腺腫
N750		20052593	バルトリン腺のう胞
N751		20052598	バルトリン腺膿瘍
F132		20052599	バルビタール酸依存
T423		20052602	バルビツレート中毒
T426		20052603	バルプロ酸中毒
M530		20086527	バレー・リュー症候群
K221		20052605	バレット潰瘍
K227		20090610	バレット食道
C155	K227	20090611	バレット食道癌
G375		20084781	バロー病
A504		20074082	晩期先天神経梅毒
A505	I980	20074083	晩期先天性心血管梅毒
A507		20074084	晩期先天梅毒
A503	H192	20074085	晩期先天梅毒性間質性角膜炎
A505	M031	20074086	晩期先天梅毒性関節障害
A503	H588	20074087	晩期先天梅毒性眼障害
A505	M902	20074088	晩期先天梅毒性骨軟骨障害
A504	G01	20074089	晩期先天梅毒性髄膜炎
A504	G630	20074091	晩期先天梅毒性多発ニューロパチー
A504	G050	20074092	晩期先天梅毒性脳炎
A529		20074095	晩期梅毒
A527	M680	20074096	晩期梅毒性滑液包炎
A521	H481	20074099	晩期梅毒性球後視神経炎
A521	H480	20074100	晩期梅毒性視神経萎縮
A527	H190	20074102	晩期梅毒性上強膜炎
A527	N742	20074101	晩期梅毒性女性骨盤炎症性疾患
A521	G01	20074103	晩期梅毒性髄膜炎
A521	G630	20074105	晩期梅毒性多発ニューロパチー
A521	H940	20074106	晩期梅毒性聴神経炎
A527	L998	20074107	晩期梅毒性白斑
A521	G050	20074110	晩期梅毒脊髄炎
A521	G050	20074111	晩期梅毒脳炎
A521	G050	20074112	晩期梅毒脳脊髄炎
B740		20052609	バンクロフト糸状虫症
A231		20052611	バング熱
A491	U830	20094330	バンコマイシン耐性腸球菌感染症
R234		20074054	板状硬結
J981		20095853	板状無気肺
D640		20073910	伴性低色素性鉄芽球性貧血
Q789		20052614	バンデルヘーベ症候群
T888		20103543	バンドループ脱離
T888		20103545	バンドループ破損
T888		20103547	バンドループ不適合
T855		20087612	バンパー埋没症候群
E801		20074118	晩発性皮膚ポルフィリン症
E288		20074120	晩発閉経
G20		20052619	パーキンソン症候群
G20		20052621	パーキンソン病
G20		20089102	パーキンソン病Ｙａｈｒ１
G20		20089107	パーキンソン病Ｙａｈｒ２
G20		20089099	パーキンソン病Ｙａｈｒ３
G20		20089101	パーキンソン病Ｙａｈｒ４
G20		20089105	パーキンソン病Ｙａｈｒ５
G20	F023	20087307	パーキンソン病の認知症
F609		20094428	パーソナリティ障害
E880		20052627	パイログロブリン血症
A280		20052629	パスツレラ症
F410		20052632	パニック障害
F410		20052634	パニック発作
R896		20052636	パパニコロウ試験陽性
T443		20052637	パパベリン中毒
Q828		20092592	パピヨン・ルフェブル症候群
B344		20052638	パポーバウイルス感染症
T426		20052639	パラアルデヒド中毒
B348		20093646	パラインフルエンザウイルス感染症
J204		20052640	パラインフルエンザウイルス気管支炎
J122		20052641	パラインフルエンザウイルス肺炎
D682		20052662	パラ血友病
T603		20052643	パラコート中毒
J684	T603	20085915	パラコート肺
B419		20052644	パラコクシジオイデス症
T888		20087613	パラタルバー脱離
T888		20087614	パラタルバー破損
T888		20087042	パラタルバー不適合
A014		20052645	パラチフス
A011		20052646	パラチフスＡ
A012		20052647	パラチフスＢ
A013		20052648	パラチフスＣ
A014	M013	20052650	パラチフス熱関節炎
F220		20052652	パラノイア
T520		20052656	パラフィン油中毒
T520		20052655	パラフィンワックス中毒
D892		20052659	パラプロテイン血症
G711		20052660	パラミオトニア
A669		20052661	パランジ
Q998		20097623	パリスター・キリアン症候群
H108		20052665	パリノー結膜炎
H108		20079815	パリノー結膜腺症候群
H498		20052666	パリノー症候群
B343		20052667	パルボウイルス感染症
C341		20093144	パンコースト症候群
G230		20100688	パントテン酸キナーゼ関連神経変性症
E538		20052668	パントテン酸欠乏症
M920		20052669	パンナー病
C830		20098305	脾Ｂ細胞性リンパ腫／白血病・分類不能型
I219		20097526	非Ｑ波心筋梗塞
I219		20097527	非ＳＴ上昇型心筋梗塞
C859		20078683	脾悪性リンパ腫
J451		20074358	非アトピー性喘息
F448		20074361	非アルコール性亜急性錯乱状態
F060		20074362	非アルコール性器質性幻覚状態
F058		20074363	非アルコール性急性錯乱状態
F04		20074359	非アルコール性コルサコフ症候群
F04		20074360	非アルコール性コルサコフ精神病
K758		20088588	非アルコール性脂肪性肝炎
O059		20074379	非医学的人工妊娠中絶
D730		20078684	脾萎縮
Z948		20088586	被移植歯
T97		20074380	非医薬品毒作用後遺症
R688		20077924	冷え症
N411		20094332	非炎症性慢性骨盤内疼痛症候群
T140		20074144	皮下異物
T797		20074146	皮下気腫
L858		20074167	皮角
D369		20074348	被角血管腫
I610		20092633	被殻出血
O331		20074124	比較的狭骨盤
T140		20074149	皮下血腫
R229		20074147	皮下結節
R234		20074150	皮下硬結
E669		20094920	皮下脂肪型肥満
C863		20098071	皮下脂肪織炎様Ｔ細胞リンパ腫
R233		20074156	皮下出血
P580		20095001	皮下出血による新生児黄疸
D481		20074154	皮下腫瘍
R229		20074155	皮下腫瘤
D361		20074158	皮下神経腫
Q361		20088998	皮下唇裂
T145		20074159	皮下静脈損傷
T140		20074161	皮下損傷
D801		20074386	非家族性低ガンマグロブリン血症
H659		20074383	非化膿性中耳炎
B432		20074140	皮下フェオミコーシス性のう胞
B432		20074142	皮下フェオミコーシス性膿瘍
B679	L998	20074165	皮下包虫症
L562		20060899	光接触皮膚炎
K529		20074401	非感染性Ｓ状結腸炎
K529		20074402	非感染性胃腸炎
K529		20074404	非感染性回腸炎
H605		20074405	非感染性急性外耳炎
K529		20074406	非感染性空腸炎
K529		20074403	非感染性下痢
K529		20074407	非感染性大腸炎
K529		20074408	非感染性腸炎
K440		20074410	非還納性横隔膜ヘルニア
K420		20074414	非還納性臍ヘルニア
K403		20074415	非還納性鼡径ヘルニア
K413		20074411	非還納性大腿ヘルニア
K430		20102148	非還納性腹壁瘢痕ヘルニア
K436		20074413	非還納性腹壁ヘルニア
K433		20102149	非還納性傍ストーマヘルニア
M2531		20102245	非外傷性肩関節不安定症
M4342		20097528	非外傷性環軸関節亜脱臼
I620		20088589	非外傷性急性硬膜下血腫
I621		20088590	非外傷性急性硬膜外血腫
M6659		20074397	非外傷性腱断裂
M6229		20087615	非外傷性コンパートメント症候群
M6213		20093554	非外傷性尺側手根屈筋断裂
K631		20074392	非外傷性腸穿孔
G939		20074394	非外傷性低脳圧症
I629		20074395	非外傷性頭蓋内出血
Q742		20093232	非外傷性腓骨筋腱脱臼
D735		20074396	非外傷性脾臓破裂
F220		20074347	被害妄想
F980		20074417	非器質性遺尿症
F981		20080737	非器質性遺糞症
F511		20074418	非器質性過眠症
F512		20074419	非器質性睡眠・覚醒スケジュール障害
F519		20074420	非器質性睡眠障害
F29		20074421	非器質性精神病
F510		20074422	非器質性不眠症
J448		20102241	非気腫型慢性閉塞性肺疾患
R568		20050612	ひきつけ
R948		20078686	脾機能検査異常
D731		20078691	脾機能亢進症
D352		20074423	非機能性下垂体腺腫
D377		20097966	非機能性膵神経内分泌腫瘍
D441		20074424	非機能性副腎腫瘍
D730		20078689	脾機能低下症
T741		20074350	被虐待児症候群
T741		20074351	被虐待配偶者症候群
D356		20074365	非クローム親和性傍神経節細胞腫
A319		20089018	非結核性抗酸菌症
A318	M680	20092111	非結核性抗酸菌性滑膜炎
A318	J998	20092119	非結核性抗酸菌性胸膜炎
A318	M680	20092109	非結核性抗酸菌性腱鞘炎
A318	M0135	20092117	非結核性抗酸菌性股関節炎
A318	M9029	20092115	非結核性抗酸菌性骨髄炎
A318	M4939	20092113	非結核性抗酸菌性脊椎炎
A318	M0137	20103564	非結核性抗酸菌性足関節炎
A311		20092107	非結核性抗酸菌性皮膚潰瘍
A318		20092121	非結核性抗酸菌性リンパ節炎
D180		20096575	脾血管腫
E725		20074366	非ケトン性高グリシン血症
B350		20050613	ひげ白癬
L210		20078501	粃糠疹
G039		20099542	肥厚性硬膜炎
L658		20078503	粃糠性脱毛症
L910		20074323	肥厚性瘢痕
M8949		20100967	肥厚性皮膚骨膜症
J310		20074320	肥厚性鼻炎
L430		20074322	肥厚性扁平苔癬
Q400		20074321	肥厚性幽門狭窄症
D735		20078695	脾梗塞
G911		20074429	非交通性水頭症
Q514		20096675	非交通性副角子宮
E872		20074427	非呼吸性アシドーシス
E873		20074428	非呼吸性アルカローシス
S141		20102542	非骨傷性頚髄損傷
S8241		20085676	腓骨頭開放骨折
S8241		20085674	腓骨頭開放性粉砕骨折
S8240		20080508	腓骨頭骨折
S8240		20080507	腓骨頭粉砕骨折
C402		20102809	腓骨悪性腫瘍
S8260		20086927	腓骨遠位骨端線損傷
S8241		20085677	腓骨遠位端開放骨折
S8240		20080506	腓骨遠位端骨折
S8240		20078719	腓骨遠位端剥離骨折
C402		20102810	腓骨遠位部悪性骨腫瘍
D480		20097971	腓骨遠位部骨腫瘍
D162		20102755	腓骨遠位部良性骨腫瘍
S8241		20078722	腓骨開放骨折
S8241		20078723	腓骨開放性粉砕骨折
D169		20074432	非骨化性線維腫
S8240		20078725	腓骨亀裂骨折
S8240		20098808	腓骨近位骨端線損傷
S8241		20085675	腓骨近位端開放骨折
S8240		20080505	腓骨近位端骨折
C402		20102811	腓骨近位部悪性骨腫瘍
D480		20097974	腓骨近位部骨腫瘍
D162		20102756	腓骨近位部良性骨腫瘍
S930		20078727	腓骨筋腱脱臼
Z895		20078728	腓骨欠損
M7676		20078740	腓骨腱炎
C402		20102812	腓骨骨幹部悪性骨腫瘍
S8241		20085673	腓骨骨幹部開放骨折
S8240		20078729	腓骨骨幹部骨折
D480		20097975	腓骨骨幹部骨腫瘍
D162		20102757	腓骨骨幹部良性骨腫瘍
S8240		20078731	腓骨骨折
S898		20095866	腓骨骨挫傷
M8696		20078730	腓骨骨髄炎
C402		20096025	腓骨骨肉腫
D480		20097977	腓骨腫瘍
S841		20078734	腓骨神経損傷
G573		20078735	腓骨神経不全麻痺
G573		20078736	腓骨神経麻痺
S852		20078737	腓骨動脈損傷
D162		20100625	腓骨内軟骨腫
C402		20100597	腓骨軟骨肉腫
P133		20099543	腓骨の分娩損傷
S8240		20078738	腓骨剥離骨折
M8436		20097529	腓骨疲労骨折
D162		20102754	腓骨良性腫瘍
O059		20074431	非合法的妊娠中絶
S810		20093999	膝汚染創
M1226		20094923	膝色素性絨毛結節性滑膜炎
M2389		20074932	膝靱帯弛緩
S836		20074931	膝靱帯損傷
S898		20074870	膝損傷
Q741		20074744	膝の先天奇形
M674		20074885	膝半月板ガングリオン
M2339		20074887	膝半月板石灰化症
S810		20094038	膝皮膚欠損創
M932		20074910	膝離断骨軟骨炎
L853		20083823	皮脂欠乏症
L853		20087394	皮脂欠乏性湿疹
D485		20074173	皮脂腺腫瘍
R470		20074175	皮質運動性失語症
R470		20074176	皮質下運動性失語症
R470		20074177	皮質下感覚性失語症
Q043		20101205	皮質下帯状異所性灰白質
F012		20087277	皮質下認知症
S068		20074179	皮質下脳損傷
S0681		20088584	皮質下脳損傷・頭蓋内に達する開放創合併あり
S0680		20088585	皮質下脳損傷・頭蓋内に達する開放創合併なし
E752	G378	20102876	皮質下のう胞をもつ大頭型白質脳症
S040		20074183	皮質視覚野損傷
I635		20074182	皮質枝梗塞
I676		20074186	皮質静脈血栓症
H250		20084137	皮質性加齢性白内障
R482		20074184	皮質性失行症
G112		20094874	皮質性小脳萎縮症
F011		20087275	皮質認知症
I611		20074188	皮質脳内出血
H476		20074189	皮質盲
H905		20074190	皮質聾
L721		20074169	皮脂のう胞
C261		20092886	脾脂肪肉腫
F911		20094403	非社会化型素行障害
F602		20094415	非社会性パーソナリティ障害
R161		20078696	脾腫
D738		20078700	脾周囲炎
D377		20078699	脾腫瘍
Q750		20102666	非症候性頭蓋骨縫合早期癒合症
C349		20085788	非小細胞肺癌
N328		20091787	非神経因性過活動膀胱
T144		20074192	皮神経挫傷
J81		20074445	非心原性肺水腫
D050		20101784	非浸潤性小葉癌
D051		20101551	非浸潤性乳管癌
D059		20101783	非浸潤性乳癌
I781		20074446	非新生物性母斑
O010		20074443	非侵入全奇胎
O011		20074444	非侵入部分奇胎
S570		20080435	肘圧挫傷
S581		20074944	肘下部外傷性切断
D594		20074437	非自己免疫性溶血性貧血
S570		20080434	肘挫滅傷
S570		20084988	肘挫滅創
M7782		20074979	肘周囲炎
S481		20074980	肘上部外傷性切断
G711		20100934	非ジストロフィー性ミオトニー症候群
S599		20074981	肘損傷
I472		20093001	非持続性心室頻拍
O362		20074442	非重症胎児水腫のための母体管理
S353		20078703	脾静脈損傷
I868		20098601	脾静脈瘤
R590		20074941	肘リンパ節腫脹
E720		20100415	非腎性シスチン症
L510		20074448	非水疱性多形紅斑
T611		20052672	ヒスタミン様症候群
E708		20052674	ヒスチジン血症
E708		20052676	ヒスチジン尿症
F458		20092327	ヒステリー球
F444		20052679	ヒステリー性運動失調症
F444		20052680	ヒステリー性失声症
M4189		20052685	ヒステリー性側弯症
F445		20052678	ヒステリー性てんかん
F604		20094419	ヒステリー性パーソナリティ障害
F449		20052690	ヒステリー反応
B399		20052691	ヒストプラスマ腫
B399		20052692	ヒストプラスマ症
R829		20052694	ヒストン尿症
D70		20078701	脾性好中球減少症
F072		20080682	非精神病性外傷後脳症候群
D648		20078702	脾性貧血
N341		20074449	非性病性尿道炎
D738		20078704	脾線維症
S051		20074451	非穿孔性眼球外傷
S2680		20074452	非穿通性心臓外傷
S099		20074453	非穿通性頭部外傷
Q723		20078741	腓側列欠損
T570		20050617	ひ素色素沈着
T570		20078489	砒素中毒
S360		20078708	脾損傷
S3601		20088707	脾損傷・腹腔に達する開放創合併あり
S3600		20088708	脾損傷・腹腔に達する開放創合併なし
D738		20078705	脾臓炎
Q668		20074454	非対称性弯曲足
F432		20074121	悲嘆反応
I422		20074325	肥大型心筋症
B665		20074324	肥大吸虫症
K703		20095868	非代償性アルコール性肝硬変
K746		20074455	非代償性肝硬変
J312		20074329	肥大性咽頭炎
J370		20074330	肥大性喉頭炎
J371		20074331	肥大性喉頭気管炎
K051		20074333	肥大性歯肉炎
J350		20074336	肥大性扁桃炎
Q245		20102670	左冠動脈肺動脈起始症
Q245		20102677	左冠動脈右バルサルバ洞起始症
Q261		20062128	左上大静脈遺残
Q257		20103239	左肺動脈形成不全症
Q257		20103237	左肺動脈欠損
Q257		20103235	左肺動脈上行大動脈起始症
Q257		20102698	左肺動脈右肺動脈起始症
E049		20074457	非中毒性甲状腺腫
E042		20074458	非中毒性多結節性甲状腺腫
E041		20074459	非中毒性単結節性甲状腺腫
E040		20074456	非中毒性びまん性甲状腺腫
E630		20075007	必須脂肪酸欠乏症
Q858		20052696	ヒッペル病
F328		20074462	非定型うつ病
G501		20074464	非定型顔面痛
C719		20101397	非定型奇形腫様／ラブドイド腫瘍
M6259		20074465	非定型筋萎縮症
K088		20098702	非定型歯痛
F841		20074469	非定型小児精神病
F503		20074470	非定型神経性大食症
F501		20074471	非定型神経性無食欲症
F841		20074468	非定型自閉症
H570		20074473	非定型性アーガイル・ロバートソン症候群
F99		20074474	非定型精神障害
F28		20074475	非定型精神病
C929		20074479	非定型的白血病
J189		20074481	非定型肺炎
B059		20074483	非定型麻疹
C922		20087837	非定型慢性骨髄性白血病
D593		20099615	非典型溶血性尿毒症症候群
T858		20089020	ヒトアジュバント病
E15		20074484	非糖尿病性低血糖性昏睡
M8699		20074487	非特異骨髄炎
J841		20094563	非特異性間質性肺炎
M1399		20074492	非特異性関節炎
N762		20074491	非特異性外陰炎
I454		20074494	非特異性心室内ブロック
L299		20074488	非特異性そう痒症
K633		20074497	非特異性多発性小腸潰瘍
K633		20103492	非特異性多発性小腸潰瘍症
I880		20074502	非特異性腸間膜リンパ節炎
K638		20074503	非特異性直腸Ｓ状結腸炎
K626		20074504	非特異性直腸潰瘍
R761		20074489	非特異性ツベルクリン反応
R031		20083974	非特異性低血圧症
N341		20074506	非特異性尿道炎
M6589		20074508	非特異性慢性滑膜炎
I889		20074490	非特異性リンパ節炎
R948		20074511	非特異的ＳＴ－Ｔ変化
R030		20074514	非特異的血圧上昇
K752		20074517	非特異的反応性肝炎
T636		20052697	ヒトデ毒
B07		20052698	ヒトパピローマウイルス感染症
P002		20089981	ヒトパピローマウイルス感染母体より出生した児
P002		20089973	ヒトパルボウイルスＢ１９感染母体より出生した児
B348		20100432	ヒトパレコウイルス感染症
B348		20099717	ヒトメタニューモウイルス感染症
J208	B978	20099647	ヒトメタニューモウイルス気管支炎
J211		20099649	ヒトメタニューモウイルス細気管支炎
J123		20099645	ヒトメタニューモウイルス肺炎
I728		20092437	脾動脈解離
S352		20078711	脾動脈損傷
I728		20093667	脾動脈瘤
E723		20052699	ヒドロオキシリジン血症
E725		20052700	ヒドロキシプロリン血症
A181		20074127	泌尿器結核
Q649		20074128	泌尿生殖器奇形
Z300		20085762	避妊指導
Z300		20085763	避妊相談
T140		20074518	非熱傷性水疱
D735		20078712	脾捻転
C261		20078680	脾の悪性腫瘍
N430		20080010	被のう精巣水瘤
T808	K668	20086050	被のう性腹膜硬化症
D734		20078679	脾のう胞
D733		20078715	脾膿瘍
J301		20100064	ヒノキ花粉症
Q890		20078681	脾の先天奇形
P151		20078682	脾の分娩損傷
A482		20074525	非肺炎性レジオネラ症
F430		20074138	疲憊せん妄
L659		20074536	非瘢痕性脱毛症
L950		20074194	皮斑様血管炎
H570		20074526	非梅毒性アーガイル・ロバートソン症候群
C830		20098308	脾びまん性赤脾髄小Ｂ細胞性リンパ腫
K219		20088186	非びらん性胃食道逆流症
C848		20100273	皮膚Ｔ細胞リンパ腫
C449		20085767	皮膚悪性腫瘍
C449		20087616	皮膚悪性線維性組織球腫
E854	L990	20074202	皮膚アミロイドーシス
A067		20074204	皮膚アメーバ症
L909		20074228	皮膚萎縮症
T868		20074226	皮膚移植拒絶反応
Z945		20092544	皮膚移植後
Z521		20091800	皮膚移植ドナー
T868		20074227	皮膚移植不全
Q829		20074225	皮膚異常
L923		20091986	皮膚異物肉芽腫
R02		20074231	皮膚壊死
R02		20074232	皮膚壊疽
L932		20074206	皮膚エリテマトーデス
L309		20074229	皮膚炎
L984		20074284	皮膚潰瘍
L239		20074230	皮膚過敏症
R202		20074239	皮膚感覚異常
B372		20074208	皮膚カンジダ症
L089		20074242	皮膚感染症
C449		20074243	皮膚癌
F060		20080668	皮膚寄生虫妄想
C438		20074245	皮膚境界部悪性黒色腫
M339		20074246	皮膚筋炎
M331	J991	20100578	皮膚筋炎性間質性肺炎
M331	J991	20074247	皮膚筋炎性呼吸器障害
P008		20091802	皮膚筋炎母体より出生した児
K076		20099795	非復位性顎関節円板障害
S861		20078742	腓腹筋挫傷
S818		20078743	腓腹筋挫創
S861		20078744	腓腹筋損傷
M7916		20078745	腓腹筋痛
S861		20096962	腓腹筋肉離れ
S861		20078746	腓腹筋不全断裂
M7966		20078748	腓腹部痛
B452	L998	20074209	皮膚クリプトコッカス症
Q829		20074248	皮膚形成異常
A184		20074250	皮膚結核
R229		20074252	皮膚結節
M308		20095617	皮膚結節性多発動脈炎
T141		20086030	皮膚欠損創
A201		20074251	皮膚結合織ペスト
R229		20074255	皮膚限局腫脹
H268		20074254	皮膚原性白内障
C866		20098073	皮膚原発性ＣＤ３０陽性Ｔ細胞リンパ増殖性疾患
C848		20098080	皮膚原発性γδＴ細胞リンパ腫
C866		20098077	皮膚原発性未分化大細胞リンパ腫
C833		20098370	皮膚原発びまん性大細胞型Ｂ細胞リンパ腫・下肢型
R234		20074256	皮膚硬結
B383	L998	20074211	皮膚コクシジオイデス症
D863		20074212	皮膚サルコイドーシス
Q828		20074283	皮膚弛緩症
L816		20074267	皮膚色素欠乏症
L819		20074269	皮膚色素沈着
B359		20074258	皮膚糸状菌症
C449		20074260	皮膚脂肪肉腫
D485		20074261	皮膚腫瘍
R229		20074262	皮膚腫瘤
Q828		20074264	皮膚掌紋異常
L819		20074265	皮膚色異常
B369		20074270	皮膚真菌症
A363		20074213	皮膚ジフテリア
D049		20079603	皮膚上皮内癌
L942		20074272	皮膚石灰沈着症
D239		20074273	皮膚線維腫
C449		20074274	皮膚線維肉腫
A184		20074275	皮膚腺病
L299		20084270	皮膚そう痒症
T140		20074278	皮膚損傷
A199		20074224	皮膚粟粒結核
A220		20074280	皮膚炭疽
R203		20074281	皮膚知覚過敏
R208		20074282	皮膚知覚障害
K003		20074367	非フッ素化合物性エナメル斑
R529		20074312	皮膚疼痛症
Q059		20087617	皮膚洞
M308		20102647	皮膚動脈炎
L929		20101506	皮膚肉芽腫
D239		20079618	皮膚乳頭腫
B552		20074288	皮膚粘膜リーシュマニア症
L029		20074291	皮膚膿瘍
A431		20074214	皮膚ノカルジア症
L959		20074197	皮膚の血管炎
L919		20074199	皮膚の肥厚性障害
B870	L998	20084298	皮膚はえ幼虫症
T141		20074292	皮膚剥脱創
C792		20085766	皮膚白血病
A311		20089022	皮膚非結核性抗酸菌症
L503		20084264	皮膚描記性じんま疹
L984		20074200	皮膚びらん
C449		20074297	皮膚付属器癌
D485		20074298	皮膚付属器腫瘍
A662		20080801	皮膚フランベジア
B781	L998	20074300	皮膚糞線虫症
B403	L998	20074217	皮膚ブラストミセス症
D239		20074301	皮膚平滑筋腫
A428		20074302	皮膚放線菌症
B463	L998	20074219	皮膚ムコール症
A184		20074311	皮膚疣状結核
B769		20074304	皮膚幼線虫移行症
R234		20074305	皮膚落屑
B551		20074220	皮膚リーシュマニア症
A320		20074221	皮膚リステリア症
D239		20074307	皮膚良性腫瘍
D360		20074306	皮膚良性リンパ腺腫症
A260		20074308	皮膚類丹毒
L988		20074313	皮膚瘻
H438		20074537	飛蚊症
C900		20097980	非分泌型骨髄腫
H800		20074529	非閉塞性耳硬化症
K550		20095870	非閉塞性腸間膜虚血
I422		20082599	非閉塞性肥大型心筋症
N118		20074531	非閉塞性慢性腎盂腎炎
C830		20098298	脾辺縁帯リンパ腫
I489		20096668	非弁膜症性心房細動
I480		20099544	非弁膜症性発作性心房細動
D150		20074353	被包型胸腺腫
C859		20074368	非ホジキンリンパ腫
F192		20092453	非麻薬性鎮痛剤依存症
D470		20079649	肥満細胞腫症
Q822		20074339	肥満細胞症
C943		20079591	肥満細胞性白血病
E669		20074344	肥満症
E662		20092467	肥満低換気症候群
P832		20074533	非免疫性胎児水腫
C772		20094493	脾門部リンパ節転移
A379		20075008	百日咳
L559		20072454	日焼け
R470		20075012	表現的失語症
H161		20075014	表在性角膜炎
I809		20075015	表在性静脈炎
K140		20075016	表在性舌炎
T339		20075018	表在性凍傷
B359		20075020	表在性白癬症
D485		20092060	表在性皮膚脂肪腫性母斑
Q803		20101135	表在性表皮融解性魚鱗癬
T959		20075023	表在損傷後遺症
F801		20075028	表出性言語障害
R620		20075011	標準発達遅延
