id	type	val
NANDO:1200279	synonym_ja	Sjogren症候群
NANDO:1200280	label_ja	一次性シェーグレン症候群
NANDO:1200280	synonym_ja	一次性Sjogren症候群 | 原発性シェーグレン症候群
NANDO:1200281	label_ja	二次性シェーグレン症候群
NANDO:1200282	label_ja	成人スチル病
NANDO:1200282	description_ja	若年性特発性関節炎（juvenile idiopathic arthritis）のうち全身型は、小児の熱性疾患としてStill（1897）により記載されたスチル病と同じものである。スチル病には成人発症例もあることが、Bywaters（1971）の報告以来知られている。16歳以上を成人とするが、小児例と病像は同様、治療方針も同じである。小児発症で成人まで遷延した例と合わせて成人スチル病と呼ばれ、本邦集計で成人例の88％が成人発症型であった。成人例の発症年齢は、本邦集計で20歳前後をピークに年齢とともに集計数が減少し、６割は16～35歳に分布し、女性が男性の２倍である。高年齢では女性に偏り、稀に80歳代の発症例もある。
NANDO:1200282	synonym_ja	成人Still病
NANDO:1200283	label_ja	再発性多発軟骨炎
NANDO:1200283	description_ja	再発性多発軟骨炎（relapsing polychondritis：RP）は、全身の軟骨組織特異的に慢性かつ再発性の炎症を来たす疾患である。
NANDO:1200284	label_ja	ベーチェット病
NANDO:1200284	description_ja	口腔粘膜のアフタ性潰瘍、皮膚症状、眼のぶどう膜炎、外陰部潰瘍を主症状とし、急性炎症性発作を繰り返すことを特徴とする。
NANDO:1200285	label_ja	特発性拡張型心筋症
NANDO:1200285	description_ja	左室収縮低下と左室内腔の拡張を特徴とする疾患群であり、高血圧性、弁膜性、虚血性心疾患など原因の明らかな疾患を除外する必要がある。
NANDO:1200286	label_ja	肥大型心筋症
NANDO:1200286	description_ja	肥大型心筋症とは、原発性の心室肥大をきたす心筋疾患である。肥大型心筋症は「心室中隔の非対称性肥大を伴う左室ないし右室、あるいは両者の肥大」と定義され、左室拡張機能低下を呈する。「左室流出路閉塞をきたす閉塞性ときたさない非閉塞性」に分類され、前者では収縮期に左室内圧較差が生じる。常染色体性優性の家族歴を有す例が多い。
NANDO:1200287	label_ja	非閉塞性肥大型心筋症
NANDO:1200288	label_ja	閉塞性肥大型心筋症
NANDO:1200289	label_ja	心室中部閉塞性肥大型心筋症
NANDO:1200290	label_ja	心尖部肥大型心筋症
NANDO:1200291	label_ja	拡張相肥大型心筋症
NANDO:1200292	label_ja	拘束型心筋症
NANDO:1200292	description_ja	2005年に発表された特発性心筋症調査研究班による診断の手引きによると、拘束型心筋症の基本病態は左心室拡張障害であり、（１）硬い左心室（stiff left ventricle）の存在、（２）左室拡大や肥大の欠如、（３）正常または正常に近い左室収縮機能、（４）原因（基礎心疾患）不明の４項目が診断の必要十分条件とされている。
NANDO:1200293	label_ja	特発性拘束型心筋症
NANDO:1200294	label_ja	二次性拘束型心筋症
NANDO:1200295	label_ja	再生不良性貧血
NANDO:1200295	description_ja	再生不良性貧血は、末梢血で汎血球減少症があり、骨髄が低形成を示す疾患である。血球減少は必ずしも全ての血球というわけではなく、軽症例では貧血と血小板減少だけで白血球数は正常ということもある。診断のためには、他の疾患による汎血球減少症を除外する必要がある。特に診断が紛らわしい疾患は、骨髄異形成症候群の不応性貧血（FAB分類）である。
NANDO:1200296	label_ja	特発性再生不良性貧血
NANDO:1200297	label_ja	二次性再生不良性貧血
NANDO:1200298	label_ja	特殊型再生不良性貧血
NANDO:1200299	label_ja	肝炎後再生不良性貧血
NANDO:1200300	label_ja	再生不良性貧血-PNH症候群
NANDO:1200301	label_ja	MDSとの境界型
NANDO:1200302	label_ja	先天性再生不良性貧血
NANDO:1200303	label_ja	ファンコニ貧血
NANDO:1200304	label_ja	先天性角化不全症
NANDO:1200304	synonym_ja	先天性角化異常症
NANDO:1200305	label_ja	自己免疫性溶血性貧血
NANDO:1200305	description_ja	自己免疫性溶血性貧血（AIHA）は、赤血球膜上の抗原と反応する自己抗体が産生され、抗原抗体反応の結果、赤血球が傷害を受け、赤血球の寿命が著しく短縮（溶血） し、貧血を来す病態である。自己抗体の出現につながる病因の詳細はいまだ不明の部分が多く、臨床経過・予後の面でも多様性に富む不均質な病態群と理解される。自己抗体の出現を共通点とするが、抗体の性状、臨床的表現型、好発年齢など様々な観点からみて異なる特徴をもつ病態を包含する。自己抗体の赤血球結合の最適温度により温式と冷式のAIHAに分類される。
NANDO:1200306	label_ja	温式自己免疫性溶血性貧血
NANDO:1200307	label_ja	寒冷凝集素症
NANDO:1200308	label_ja	発作性寒冷ヘモグロビン尿症
NANDO:1200309	label_ja	混合型
NANDO:1200310	label_ja	エヴァンズ症候群
NANDO:1200310	synonym_ja	エバンス症候群
NANDO:1200311	label_ja	発作性夜間ヘモグロビン尿症
NANDO:1200311	description_ja	発作性夜間ヘモグロビン尿症（Paroximal Nocturnal Hemogrobinuria：PNH）は、PIGA遺伝子に後天的変異を持った造血幹細胞がクローン性に拡大した結果、補体による血管内溶血を主徴とする造血幹細胞疾患である。再生不良性貧血を代表とする造血不全疾患としばしば合併・相互移行する。血栓症は本邦例ではまれではあるが、PNHに特徴的な合併症である。PNHは、昭和49（1974）年に溶血性貧血が特定疾患に指定されたことに伴い、研究対象疾患として取り上げられ、「溶血性貧血調査研究班」（班長　三輪史朗）によって組織的な研究が開始された。それから今日に至る40年にわたって歴代班長により疫学、病因、病態、診断、治療、予後など幅広い領域に関する調査研究が重ねられてきた。診断時（初診時）年齢は、特発性造血障害に関する研究班の共同研究「PNH患者における臨床病歴と自然歴の日米比較調査」のデータによると、45.1歳（range：10～86）であった。診断時年齢分布は、20～60歳代に多くまんべんなく発症する。欧米例ではヘモグロビン尿、血栓症といったPNHの古典的症状が前面に出やすいのに対し、アジア例ではむしろ造血不全症状が主体である。
NANDO:1200312	label_ja	古典的発作性夜間ヘモグロビン尿症
NANDO:1200312	synonym_ja	古典的PNH
NANDO:1200313	label_ja	骨髄不全型発作性夜間ヘモグロビン尿症
NANDO:1200313	synonym_ja	骨髄不全型PNH
NANDO:1200314	label_ja	混合型発作性夜間ヘモグロビン尿症
NANDO:1200314	synonym_ja	混合型PNH
NANDO:1200315	label_ja	特発性血小板減少性紫斑病
NANDO:1200315	description_ja	本疾患は、血小板膜蛋白に対する自己抗体が発現し、血小板に結合する結果、主として脾臓における網内系細胞での血小板の破壊が亢進し、血小板減少を来す自己免疫性疾患である。最近、欧米において本症は、一次性免疫性血小板減少症（primary immune thrombocytopenia）と呼ばれることが多い。種々の出血症状を呈する。通常、赤血球、白血球系に異常を認めず、骨髄での巨核球産生能の低下も見られない。ITPの診断は今でも除外診断が主体であり、血小板減少をもたらす基礎疾患や、薬剤の関与を除外する必要がある。血小板減少とは、血小板数10万/µL未満をさす。最近では、ITPにおいては血小板破壊亢進のみならず、血小板産生も抑制されていることが明らかにされている。血小板自己抗体が骨髄巨核球にも結合し、血小板の産生障害を引き起こしていると考えられる。
NANDO:1200316	label_ja	血栓性血小板減少性紫斑病
NANDO:1200316	description_ja	血栓性血小板減少性紫斑病（thrombotic thrombocytopenic purpura：TTP）は、1924年米国のEli Moschcowitzによって初めて報告された疾患で、歴史的には１）消耗性血小板減少、２）微小血管症性溶血性貧血、３）腎機能障害、４）発熱、５）動揺性精神神経障害の古典的５徴候で診断されていた。その後、１）２）のみの症例でも同様の病態であることが報告されてきたが、より最近ではADAMTS13活性著減（10％未満）のみがTTPと診断されるようになった。TTPの罹患年令は新生児から老人までと幅広く、日本国内では30～50歳と60歳前後に発症ピークが認められる。罹患率は女性にやや多いが、30～50歳では女性が明らかに多く、高齢になれば男性の比率が高まる。
NANDO:1200317	label_ja	先天性血栓性血小板減少性紫斑病
NANDO:1200317	synonym_ja	アップショー・シュールマン症候群 | Upshaw-Schulman症候群
NANDO:1200318	label_ja	後天性原発性血栓性血小板減少性紫斑病
NANDO:1200319	label_ja	後天性二次性血栓性血小板減少性紫斑病
NANDO:1200320	label_ja	原発性免疫不全症候群
NANDO:1200320	description_ja	原発性免疫不全症候群は、先天的に免疫系のいずれかの部分に欠陥がある疾患の総称であり、後天的に免疫力が低下するエイズなどの後天性免疫不全症候群と区別される。障害される免疫担当細胞（例えば、好中球、T細胞、B細胞）などの種類や部位により200近くの疾患に分類される。原発性免疫不全症候群で問題となるのは、感染に対する抵抗力の低下である。重症感染のため重篤な肺炎、中耳炎、膿瘍、髄膜炎などを繰り返す。時に生命の危険を生じることもあり、中耳炎の反復による難聴、肺感染の反復により気管支拡張症などの後遺症を残すこともある。
NANDO:1200321	label_ja	X連鎖重症複合免疫不全症
NANDO:1200322	label_ja	細網異形成症
NANDO:1200323	label_ja	アデノシンデアミナーゼ欠損症
NANDO:1200323	synonym_ja	ADA欠損症
NANDO:1200324	label_ja	オーメン症候群
NANDO:1200324	synonym_ja	Omenn症候群
NANDO:1200325	label_ja	プリンヌクレオシドホスホリラーゼ欠損症
NANDO:1200326	label_ja	CD8欠損症
NANDO:1200327	label_ja	ZAP-70欠損症
NANDO:1200328	label_ja	MHCクラスI欠損症
NANDO:1200329	label_ja	MHCクラスII欠損症
NANDO:1200330	label_ja	ウィスコット・オルドリッチ症候群
NANDO:1200330	synonym_ja	Wiskott-Aldrich症候群
NANDO:1200331	label_ja	毛細血管拡張性運動失調症
NANDO:1200332	label_ja	ナイミーヘン染色体不安定症候群
NANDO:1200332	synonym_ja	Nijmegen breakage症候群
NANDO:1200333	label_ja	ブルーム症候群
NANDO:1200333	synonym_ja	Bloom症候群
NANDO:1200334	label_ja	ICF症候群
NANDO:1200335	label_ja	PMS2異常症
NANDO:1200336	label_ja	RIDDLE症候群
NANDO:1200337	label_ja	シムケ症候群
NANDO:1200337	synonym_ja	Schimke症候群
NANDO:1200338	label_ja	ネザートン症候群
NANDO:1200338	synonym_ja	Netherton症候群
NANDO:1200339	label_ja	胸腺低形成
NANDO:1200339	synonym_ja	22q11.2欠失症候群 | DiGeorge症候群 | デイジョージ症候群
NANDO:1200340	label_ja	高IgE症候群
NANDO:1200341	label_ja	肝中心静脈閉鎖症を伴う免疫不全症
NANDO:1200342	label_ja	先天性角化不全症
NANDO:1200342	synonym_ja	先天性角化異常症
NANDO:1200343	label_ja	X連鎖無ガンマグロブリン血症
NANDO:1200343	synonym_ja	X連鎖無γグロブリン血症
NANDO:1200344	label_ja	分類不能型免疫不全症
NANDO:1200345	label_ja	高IgM症候群
NANDO:1200346	label_ja	IgGサブクラス欠損症
NANDO:1200347	label_ja	選択的IgA欠損症
NANDO:1200348	label_ja	特異抗体産生不全症
NANDO:1200349	label_ja	乳児一過性低ガンマグロブリン血症
NANDO:1200350	label_ja	チェディアック・東症候群
NANDO:1200350	synonym_ja	Chédiak-Higashi症候群
NANDO:1200351	label_ja	X連鎖リンパ増殖症候群
NANDO:1200352	label_ja	自己免疫性リンパ増殖症候群
NANDO:1200352	synonym_ja	ALPS
NANDO:1200353	label_ja	重症先天性好中球減少症
NANDO:1200354	label_ja	周期性好中球減少症
NANDO:1200355	label_ja	白血球接着不全症
NANDO:1200356	label_ja	シュワッハマン・ダイアモンド症候群
NANDO:1200356	synonym_ja	Shwachman-Diamond症候群
NANDO:1200357	label_ja	慢性肉芽腫症
NANDO:1200358	label_ja	ミエロペルオキシダーゼ欠損症
NANDO:1200359	label_ja	メンデル遺伝型マイコバクテリア易感染症
NANDO:1200360	label_ja	免疫不全を伴う無汗性外胚葉形成異常症
NANDO:1200361	label_ja	IRAK4欠損症
NANDO:1200362	label_ja	MyD88欠損症
NANDO:1200363	label_ja	慢性皮膚粘膜カンジダ症
NANDO:1200364	label_ja	先天性補体欠損症
NANDO:1200365	label_ja	遺伝性血管性浮腫
NANDO:1200365	synonym_ja	C1インヒビター欠損症
NANDO:1200366	label_ja	IgＡ腎症
NANDO:1200366	description_ja	慢性糸球体腎炎のうち、糸球体メサンギウム細胞と基質の増殖性変化とメサンギウム領域へのIgAを主体とする沈着物とを認めるものをいう。同義語としてIgA腎炎、バージャー（Buerger）病などがある。慢性糸球体腎炎の一病型として確立しているが、日本においては1970年代初期から活発な研究が行われ、慢性糸球体腎炎のうち成人では30％以上、小児でも20％以上を占めていることが明らかになった。日本と同じように本症が多発する国としては、アジア太平洋地域の諸国が知られており、北欧や北米では比較的少ない。このような地域差の原因は不明であり、一部では腎生検施行の頻度と比例するともいわれ、北米においては白人には多いが、黒人ではまれであることも知られているため、何らかの人種的・遺伝的背景も想定されている。成人・小児共に男性にやや多く、発見時の年齢は成人では20歳代、小児では10歳代が多いが、患者層は全ての年齢にわたっている。
NANDO:1200367	label_ja	多発性嚢胞腎
NANDO:1200367	description_ja	両側の腎臓に嚢胞が無数に生じる、遺伝性疾患。多発性嚢胞腎（Polycystic Kidney）には、常染色体優性多発性嚢胞腎（Autosomal Dominant Polycystic Kidney Disease：ADPKD）と常染色体劣性多発性嚢胞腎（Autosomal Recessive Polycystic Kidney Disease：ARPKD）とがある。
NANDO:1200368	label_ja	常染色体優性多発性嚢胞腎
NANDO:1200369	label_ja	常染色体劣性多発性嚢胞腎
NANDO:1200370	label_ja	黄色靱帯骨化症
NANDO:1200370	description_ja	黄色靱帯骨化症（the ossification of the ligamentum flavum：OLF）は、黄色靱帯が骨化する疾患であり、胸腰移行部に多いが、全脊柱に発生する。診断には単純レントゲン写真、断層写真あるいはMRI、CTが有用である。多椎間罹患例は約35％である。頸椎後縦靱帯骨化症、あるいは胸椎後縦靱帯骨化症と合併することが多いことから、脊柱管内靱帯骨化の一連の疾患と考えられている。しかし、単独で発症することもある。
NANDO:1200371	label_ja	後縦靱帯骨化症
NANDO:1200371	description_ja	後縦靱帯骨化症は、脊椎椎体の後縁を連結し、脊柱のほぼ全長を縦走する後縦靱帯が骨化することにより、脊椎管狭窄を来し、脊髄又は神経根の圧迫障害を来す疾患である。頸椎に最も多いが、胸椎や腰椎にも生じる。後縦靱帯骨化症患者では、前縦靱帯骨化を中心として、広汎に脊柱靱帯骨化を来す強直性脊椎骨増殖症を約40％に合併し、また黄色靱帯骨化や棘上靱帯骨化の合併も多く、脊椎靱帯骨化の一部分症として捉える考えもある。
NANDO:1200371	synonym_ja	OPLL
NANDO:1200372	label_ja	広範脊柱管狭窄症
NANDO:1200372	description_ja	頸、胸、腰椎部の広範囲にわたる脊柱管狭小により、脊髄、馬尾神経又は神経根の障害を来す疾患をいう。
NANDO:1200373	label_ja	特発性大腿骨頭壊死症
NANDO:1200373	description_ja	大腿骨頭壊死症は、大腿骨頭が阻血性壊死に陥って圧潰し、股関節機能が失われる難治性疾患である。大腿骨頭壊死症のうち、 脱臼や骨折などの阻血原因が明らかである場合以外が特発性大腿骨頭壊死症とされている。特発性大腿骨頭壊死症の治療は長期間に及ぶこともあり、医療経済学的に問題が大きい。また、青・壮年期に好発して労働能力を著しく低下させることから、労働経済学的にも大きな損失を生じる。患者のQOLに大きな影響を与えるため、早期に適切な診断を行い、適切な治療へと結びつけていく必要がある。
NANDO:1200374	label_ja	下垂体性ADH分泌異常症
NANDO:1200374	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200375	label_ja	中枢性尿崩症
NANDO:1200375	synonym_ja	バゾプレシン分泌低下症
NANDO:1200376	label_ja	抗利尿ホルモン不適切分泌症候群
NANDO:1200376	synonym_ja	ADH分泌亢進症 | バゾプレシン分泌過剰症
NANDO:1200377	label_ja	下垂体性TSH分泌亢進症
NANDO:1200377	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200378	label_ja	下垂体性PRL分泌亢進症
NANDO:1200378	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200379	label_ja	クッシング病
NANDO:1200379	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200379	synonym_ja	Cushing病
NANDO:1200380	label_ja	下垂体性ゴナドトロピン分泌亢進症
NANDO:1200380	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200381	label_ja	中枢性思春期早発症
NANDO:1200381	synonym_ja	中枢性性早熟症
NANDO:1200382	label_ja	特発性ゴナドトロピン分泌低下症
NANDO:1200383	label_ja	家族性ゴナドトロピン分泌低下症
NANDO:1200384	label_ja	続発性ゴナドトロピン分泌低下症
NANDO:1200385	label_ja	下垂体ゴナドトロピン産生腫瘍
NANDO:1200386	label_ja	下垂体性成長ホルモン分泌亢進症
NANDO:1200386	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200387	label_ja	下垂体前葉機能低下症
NANDO:1200387	description_ja	下垂体から分泌されるADH、ACTH、TSH、GH、LH、FSH、PRLの単独ないし複数のホルモン分泌障害あるいは分泌亢進により、主として末梢ホルモン欠乏あるいは過剰による多彩な症状を呈する疾患である。病因は、下垂体自体の障害と、下垂体ホルモンの分泌を制御する視床下部の障害及び両者を連結する下垂体茎部の障害に分類される。実際は障害部位が複数の領域にまたがっていることも多い。　全ての前葉ホルモン分泌が障害されているものを汎下垂体機能低下症、複数のホルモンが種々の程度に障害されているものを部分型下垂体機能低下症と呼ぶ。また、単一のホルモンのみが欠損するものは、単独欠損症と呼ばれる。一方、分泌亢進は通常単独のホルモンのみとなる。
NANDO:1200388	label_ja	低ゴナドトロピン性性腺機能低下症
NANDO:1200388	synonym_ja	ゴナドトロピン分泌低下症
NANDO:1200389	label_ja	副腎皮質刺激ホルモン分泌低下症
NANDO:1200389	synonym_ja	ACTH分泌低下症
NANDO:1200390	label_ja	甲状腺刺激ホルモン分泌低下症
NANDO:1200390	synonym_ja	TSH分泌低下症
NANDO:1200391	label_ja	GH 分泌不全性低身長症（小児）
NANDO:1200391	synonym_ja	成長ホルモン分泌不全症（小児）
NANDO:1200392	label_ja	成人GH 分泌不全症
NANDO:1200392	synonym_ja	成長ホルモン分泌不全症（成人）
NANDO:1200393	label_ja	プロラクチン分泌低下症
NANDO:1200393	synonym_ja	PRL分泌低下症
NANDO:1200394	label_ja	家族性高コレステロール血症ホモ接合体
NANDO:1200394	description_ja	家族性高コレステロール血症（familial hypercholesterolaemia：FH）は、LDL受容体遺伝子変異による単一遺伝子疾患であり、常染色体優性遺伝形式をとる。ホモ接合体患者は100万人に１人程度の頻度で認められる。FHは高LDL-コレステロール血症、腱黄色腫及び若年性冠動脈硬化症を主徴とする。ヘテロ接合体とホモ接合体は、出現する症状や総コレステロールの値の程度、治療への反応性が全く異なり、その管理においても全く別の取り扱いをする必要がある。
NANDO:1200394	synonym_ja	FHホモ接合体
NANDO:1200395	label_ja	甲状腺ホルモン不応症
NANDO:1200395	description_ja	甲状腺ホルモン不応症（Syndrome of Resistance to Thyroid Hormone：RTH）は、甲状腺ホルモンに対する標的臓器の反応性が減弱している家族性症候群として1967年、Refetoffらによって初めて報告され、レフェトフ症候群とも言われる疾患である。RTHは、甲状腺ホルモンの甲状腺ホルモン受容体（TR）を介した作用の低下によるものとされている。TRをコードする遺伝子にはα型TR（TRα）とTRβの２つがあるが、RTH家系の約85％にTRβ遺伝子変異が認めることから、RTHはTRβの異常症と同義と考えられるようになっている。残りの約15％の家系における原因遺伝子は明らかでないが、TRβ遺伝子変異を伴う家系と変異が認められない家系との臨床症状は全く区別がつかないことから、何らかの原因でTRβの機能が障害され発症するものと考えられている。なお、2012年TRα変異を伴う症例が相次いで報告されたが、その臨床症状はTRβの機能異常症であるRTHとは大きく異なるものであった。
NANDO:1200396	label_ja	先天性副腎皮質酵素欠損症
NANDO:1200396	description_ja	副腎皮質では、ミネラルコルチコイド、グルココルチコイド、副腎性アンドロゲンが産生されている。副腎皮質酵素欠損症は、このステロイドホルモンを作る過程に関与する酵素が先天的に欠損することで起こる病気である。ステロイドホルモンが作られる過程には五つのチトクローム酵素（P450）と3β-ヒドロキシステロイドデヒドロゲナーゼの六つの酵素が関与している。したがって、副腎皮質酵素欠損症として六つの病気があることになる。このうち、特にコルチゾールができないことにより、下垂体からACTH（副腎皮質刺激ホルモン）が過剰に分泌される結果副腎が過形成を来すものを先天性副腎過形成症と呼ぶ。これには、リポイド過形成症、21水酸化酵素欠損症、11β-水酸化酵素欠損症、17α-水酸化酵素欠損症、3β-ヒドロキシステロイドデヒドロゲナーゼ（3β-HSD）欠損症の五つの病気がある。その他、鉱質コルチコイドができないもので、過剰なACTH分泌過剰を来さないものとして18-ヒドロキシラーゼ欠損症がある。遅発型を示すものは21水酸化酵素欠損症、11β-水酸化酵素欠損症でみられている。更に最近では、21水酸化酵素、17α水酸化酵素活性がともに低下し、骨奇形を伴う酵素欠損症が報告された（P450 オキシドレダクターゼ欠損症）。
NANDO:1200397	label_ja	リポイド副腎過形成症
NANDO:1200397	synonym_ja	先天性リポイド過形成症
NANDO:1200398	label_ja	3β−水酸化ステロイド脱水素酵素欠損症
NANDO:1200398	synonym_ja	3-HSD欠損症 | 3β-ヒドロキシステロイドデヒドロゲナーゼ欠損症
NANDO:1200399	label_ja	21-水酸化酵素欠損症
NANDO:1200400	label_ja	11β-水酸化酵素欠損症
NANDO:1200401	label_ja	17α−水酸化酵素欠損症
NANDO:1200402	label_ja	P450酸化還元酵素欠損症
NANDO:1200402	synonym_ja	POR欠損症 | P450オキシドレダクターゼ欠損症
NANDO:1200403	label_ja	先天性副腎低形成症
NANDO:1200403	description_ja	先天性副腎低形成症は、先天性の要因により、ミネラルコルチコイドであるアルドステロン、グルココルチコイドであるコルチゾール、副腎アンドロゲンであるデヒドロエピアンドロステロン（DHEA）とその硫酸塩であるデヒドロエピアンドロステロンサルフェート（DHEA-S）の分泌が生体の必要量以下に慢性的に低下した状態である。
NANDO:1200403	synonym_ja	常染色体性先天性副腎低形成
NANDO:1200404	label_ja	DAX-1異常症
NANDO:1200404	synonym_ja	X連鎖性先天性副腎低形成症
NANDO:1200405	label_ja	SF-1異常症
NANDO:1200405	synonym_ja	SF-1/Ad4BP異常症
NANDO:1200406	label_ja	IMAge症候群
NANDO:1200407	label_ja	副腎皮質刺激ホルモン不応症
NANDO:1200407	synonym_ja	ACTH不応症
NANDO:1200408	label_ja	MC2R異常症
NANDO:1200409	label_ja	MRAP異常症
NANDO:1200410	label_ja	Allgrove症候群
NANDO:1200410	synonym_ja	TripleA症候群
NANDO:1200411	label_ja	アジソン病
NANDO:1200411	description_ja	原発性の慢性副腎不全は、1855年英国の内科医であるThomas Addisonにより初めて報告された疾患であることから、アジソン（Addison）病とも呼ばれている。その後、この原発性慢性副腎皮質機能低下症の病因として、 副腎皮質ステロイド合成酵素欠損症による先天性副腎皮質過形成症、先天性副腎低形成（X連鎖性、常染色体性）、ACTH不応症などが同定され、責任遺伝子も明らかにされ、先天性のものはアジソン病とは独立した疾患単位として扱われるようになった。このため、アジソン病は後天性の成因による病態を総称する用語として用いられている。
NANDO:1200411	synonym_ja	Addison病
NANDO:1200412	label_ja	アジソン病（自己免疫性副腎炎）
NANDO:1200412	synonym_ja	特発性アジソン病
NANDO:1200413	label_ja	結核性アジソン病
NANDO:1200414	label_ja	アジソン病（感染症）
NANDO:1200415	label_ja	サルコイドーシス
NANDO:1200415	description_ja	サルコイドーシスは原因不明の多臓器疾患であり、若年者から高齢者まで発症する。発病時の臨床症状が多彩で、その後の臨床経過が多様であることが特徴の１つである。肺門縦隔リンパ節、肺、眼、皮膚の罹患頻度が高いが、神経、筋、心臓、腎臓、骨、消化器など全身のほとんどの臓器で罹患する。以前は検診で発見される無症状のものが多く自然改善例も多かったが、近年は自覚症状で発見されるものが増加して経過も長引く例が増えている。乾酪壊死を伴わない類上皮細胞肉芽腫の証明があれば組織診断群となるが、組織生検による診断が得られない場合には臨床診断群又は疑診群となる。肺、心臓、眼、神経、腎臓など生命予後・機能予後を左右する臓器・組織では、十分な治療と管理が必要である。
NANDO:1200416	label_ja	特発性間質性肺炎
NANDO:1200416	description_ja	間質性肺炎とは、胸部X線写真やCT画像にて両側びまん性の陰影を認める疾患のうち、肺の間質を炎症や線維化病変の場とする疾患の総称である。間質性肺炎の原因は多岐にわたり、職業・環境性や薬剤など原因の明らかなものや、膠原病・サルコイドーシスなどの全身性疾患に付随して発症するものとともに、原因が特定できないものが含まれる。また、特発性間質性肺炎（IIPs）は原因を特定しえない間質性肺炎の総称であり、特発性肺線維症（IPF）などの７疾患に分類される。
NANDO:1200417	label_ja	特発性肺線維症
NANDO:1200417	synonym_ja	IPF
NANDO:1200418	label_ja	IPF以外の間質性肺炎
NANDO:1200419	label_ja	非特異的間質性肺炎 
NANDO:1200419	synonym_ja	NSIP
